section	command_id	title	action_key
Main	41228	Item edit: Toggle open/close nudge/set dialog	Main:41228
Main	41249	Item edit: Nudge right by last nudge dialog settings	Main:41249
Main	41250	Item edit: Nudge left by last nudge dialog settings	Main:41250
Main	41295	Item: Duplicate items	Main:41295
Main	41296	Item: Duplicate selected area of items	Main:41296
Main	41297	Toolbar: Show/hide toolbar at top of main window	Main:41297
Main	41298	Run LICEcap (animated screen capture utility)	Main:41298
Main	41299	Item edit: Move position of item under mouse to edit cursor	Main:41299
Main	41300	Item edit: Trim left edge of item under mouse to edit cursor	Main:41300
Main	41301	Item edit: Move left edge of item under mouse to edit cursor	Main:41301
Main	41302	Item edit: Move right edge of item under mouse to edit cursor	Main:41302
Main	41303	Item edit: Move contents of item under mouse to edit cursor	Main:41303
Main	41304	Item edit: Move duplicate of item under mouse to edit cursor	Main:41304
Main	41305	Item edit: Trim left edge of item to edit cursor	Main:41305
Main	41306	Item edit: Move left edge of item to edit cursor	Main:41306
Main	41307	Item edit: Move right edge of item to edit cursor	Main:41307
Main	41308	Item edit: Move contents of item to edit cursor	Main:41308
Main	41309	Item edit: Move duplicate of item to edit cursor	Main:41309
Main	41310	Item edit: Trim right edge of item under mouse to edit cursor	Main:41310
Main	41311	Item edit: Trim right edge of item to edit cursor	Main:41311
Main	41312	Track: Lock track controls	Main:41312
Main	41313	Track: Unlock track controls	Main:41313
Main	41314	Track: Toggle lock/unlock track controls	Main:41314
Main	41319	Item: Copy items to time selection, trim/loop to fit	Main:41319
Main	41320	Item: Move items to time selection, trim/loop to fit	Main:41320
Main	41321	Track: Set record path to primary	Main:41321
Main	41322	Track: Set record path to secondary	Main:41322
Main	41323	Track: Set record path to primary+secondary	Main:41323
Main	41324	Track: Select all tracks that have controls locked	Main:41324
Main	41325	View: Increase selected track heights	Main:41325
Main	41326	View: Decrease selected track heights	Main:41326
Main	41327	View: Increase selected track heights a little bit	Main:41327
Main	41328	View: Decrease selected track heights a little bit	Main:41328
Main	41329	Options: New recording creates new media items in separate lanes (layers)	Main:41329
Main	41330	Options: New recording splits existing items and creates new takes (default)	Main:41330
Main	41331	Take: Set active take to custom color...	Main:41331
Main	41332	Take: Set active take to one random color	Main:41332
Main	41333	Take: Set active take to default color	Main:41333
Main	41334	Take: Set all takes created in the same recording pass to custom color...	Main:41334
Main	41335	Take: Set all takes created in the same recording pass to one random color	Main:41335
Main	41336	Take: Set all takes created in the same recording pass to default color	Main:41336
Main	41337	Take: Set all takes of selected items to default color	Main:41337
Main	41338	Options: Toggle editing active take source start offset (slip editing) adjusts all takes	Main:41338
Main	41339	Item properties: Toggle lock to active take (toggle mouse click changes active take)	Main:41339
Main	41340	Item properties: Lock to active take (mouse click will not change active take)	Main:41340
Main	41341	Item properties: Unlock takes (mouse click will change active take)	Main:41341
Main	41342	Take: Activate take under mouse	Main:41342
Main	41343	Colors: Reset random color generator	Main:41343
Main	41344	Options: Show tooltips on media items and envelopes	Main:41344
Main	41345	Help: Show mouse editing help in the area beneath the track control panels	Main:41345
Main	41346	Options: Show empty take lanes (align takes by recording pass)	Main:41346
Main	41348	Item: Remove all empty take lanes	Main:41348
Main	41349	Item: Remove the empty take lane before the active take	Main:41349
Main	41350	Item: Remove the empty take lane after the active take	Main:41350
Main	41351	Item: Add an empty take lane before the active take	Main:41351
Main	41352	Item: Add an empty take lane after the active take	Main:41352
Main	41353	Item: Rotate take lanes forward	Main:41353
Main	41354	Item: Rotate take lanes backward	Main:41354
Main	41355	Options: Allow selecting empty take lanes	Main:41355
Main	41356	Options: Mouse modifier preferences...	Main:41356
Main	41373	Comp takes: Save/rename active comp...	Main:41373
Main	41374	Comp takes: Remove active comp from list	Main:41374
Main	41375	Comp takes: Activate previous comp	Main:41375
Main	41376	Comp takes: Activate next comp	Main:41376
Main	41377	Comp takes: Toggle select last comp (A/B)	Main:41377
Main	41378	Comp takes: Move active comp to top lane	Main:41378
Main	41379	Comp takes: Crop list to active comp	Main:41379
Main	41380	Item: Move active takes to top lane	Main:41380
Main	41381	Item: Choose active take for item under mouse	Main:41381
Main	41382	Comp takes: Choose active comp for item under mouse (and all other items in the comp)	Main:41382
Main	41383	Edit: Copy items/tracks/envelope points (depending on focus) within time selection, if any (smart copy)	Main:41383
Main	41384	Edit: Cut items/tracks/envelope points (depending on focus) within time selection, if any (smart cut)	Main:41384
Main	41385	Item: Fit items to time selection, padding with silence if needed	Main:41385
Main	41386	Item: Fit items to time selection, looping if needed	Main:41386
Main	41513	Item: Explode REX item into beat slices	Main:41513
Main	41514	Item: Set fade-in shape to type 1 (linear)	Main:41514
Main	41520	Item: Cycle through fade-in shapes	Main:41520
Main	41521	Item: Set fade-out shape to type 1 (linear)	Main:41521
Main	41527	Item: Cycle through fade-out shapes	Main:41527
Main	41528	Item: Set crossfade shape to type 1 (linear, equal gain)	Main:41528
Main	41529	Item: Set crossfade shape to type 2 (equal power)	Main:41529
Main	41534	Item: Cycle through crossfade shapes	Main:41534
Main	41535	Show startup splash screen	Main:41535
Main	41536	Transient detection sensitivity: Increase	Main:41536
Main	41537	Transient detection sensitivity: Decrease	Main:41537
Main	41538	Track: Do not link track volume/pan controls to MIDI volume/pan	Main:41538
Main	41555	Track: Link track volume/pan controls to MIDI volume/pan on all channels	Main:41555
Main	41556	Track: Toggle link/unlink track volume/pan controls to MIDI volume/pan on all channels	Main:41556
Main	41557	Track: Send track volume as 2-byte MIDI message	Main:41557
Main	41558	Track: Send track pan as 2-byte MIDI message	Main:41558
Main	41559	Item properties: Solo	Main:41559
Main	41560	Item properties: Unsolo	Main:41560
Main	41561	Item properties: Toggle solo	Main:41561
Main	41562	Options: MIDI editor mouse modifier preferences...	Main:41562
Main	41568	File: Export configuration	Main:41568
Main	41569	File: Import configuration	Main:41569
Main	41576	Options: Envelope point selection follows time selection	Main:41576
Main	41583	Options: Toggle running FX when playback is stopped	Main:41583
Main	41584	Track: Insert new surround track	Main:41584
Main	41585	Track: Insert new surround track, using selected tracks as source audio	Main:41585
Main	41586	Project bay: Remove items from project	Main:41586
Main	41588	Item: Glue items	Main:41588
Main	41589	Item properties: Toggle show media item/take properties	Main:41589
Main	41591	Track: Toggle tracks visible (hide) in TCP	Main:41591
Main	41592	Track: Toggle tracks visible (hide) in mixer	Main:41592
Main	41593	Track: Hide tracks in TCP and mixer	Main:41593
Main	41594	Track: Make all tracks visible in TCP and mixer	Main:41594
Main	41595	Envelope: Toggle select/unselect all points	Main:41595
Main	41597	Set project tempo from time selection (detect tempo)	Main:41597
Main	41598	Docker: Show in bottom of main window	Main:41598
Main	41599	Docker: Show in left of main window	Main:41599
Main	41600	Docker: Show in top of main window	Main:41600
Main	41601	Docker: Show in right of main window	Main:41601
Main	41603	Transport: Show transport docked below arrange	Main:41603
Main	41604	Transport: Show transport docked above ruler	Main:41604
Main	41605	Transport: Show transport docked to bottom of main window	Main:41605
Main	41606	Transport: Show transport docked to top of main window	Main:41606
Main	41608	Transport: Show transport in docker	Main:41608
Main	41609	View: Toggle master track in separate/docked window	Main:41609
Main	41610	Mixer: Toggle master track in docked window	Main:41610
Main	41611	Item: Select all other media items that share pooled (ghost) MIDI source data with selected items	Main:41611
Main	41612	Take: Toggle take pitch envelope	Main:41612
Main	41613	Item: Remove active take from MIDI source data pool (AKA un-pool, un-ghost, make unique)	Main:41613
Main	41622	View: Toggle zoom to selected items	Main:41622
Main	41623	Media explorer: Preview media item source media	Main:41623
Main	41624	Docker: Activate next tab	Main:41624
Main	41625	Docker: Activate previous tab	Main:41625
Main	41636	Mixer: Toggle master track in separate window	Main:41636
Main	41638	Item: Reorder adjacent items randomly	Main:41638
Main	41639	Item: Set item ends to start of next item	Main:41639
Main	41644	Track: Unfreeze tracks (restore previously saved items and FX)	Main:41644
Main	41646	Toolbars: Switch to main toolbar	Main:41646
Main	41651	Toolbar: Open/close main toolbar	Main:41651
Main	41654	View: Show track freeze details	Main:41654
Main	41664	Markers: Insert separate regions for each selected item	Main:41664
Main	41665	Mixer: Show/hide children of selected tracks	Main:41665
Main	41666	View: Move cursor left 8 pixels	Main:41666
Main	41667	View: Move cursor right 8 pixels	Main:41667
Main	41676	Toolbar: Open MIDI/close piano roll toolbar	Main:41676
Main	41691	Dockers: Compact when small and single tab	Main:41691
Main	41716	Track: Render selected area of tracks to stereo post-fader stem tracks (and mute originals)	Main:41716
Main	41717	Track: Render selected area of tracks to multichannel post-fader stem tracks (and mute originals)	Main:41717
Main	41718	Track: Render selected area of tracks to mono post-fader stem tracks (and mute originals)	Main:41718
Main	41719	Track: Render selected area of tracks to stereo stem tracks (and mute originals)	Main:41719
Main	41720	Track: Render selected area of tracks to multichannel stem tracks (and mute originals)	Main:41720
Main	41721	Track: Render selected area of tracks to mono stem tracks (and mute originals)	Main:41721
Main	41722	Offset track template items by edit cursor	Main:41722
Main	41726	Track: Toggle full multichannel metering	Main:41726
Main	41727	Track: Set track record mode to MIDI latch-replace	Main:41727
Main	41743	Control surface: Refresh all surfaces	Main:41743
Main	41744	Track: Toggle track metering	Main:41744
Main	41747	Item: Collapse empty take lanes	Main:41747
Main	41748	Item: Insert time on tracks and paste items	Main:41748
Main	41757	Track: Insert/show reaEQ (track EQ)	Main:41757
Main	41758	Markers/Regions: Export markers/regions to file	Main:41758
Main	41759	Markers/Regions: Import markers/regions from file (replace all existing)	Main:41759
Main	41760	Markers/Regions: Import markers/regions from file (merge with existing)	Main:41760
Main	41801	Regions: Go to previous region after current region finishes playing (smooth seek)	Main:41801
Main	41802	Regions: Go to next region after current region finishes playing (smooth seek)	Main:41802
Main	41805	Adjust entire tempo envelope...	Main:41805
Main	41806	Tempo envelope: Increase all tempo markers 0.001 BPM	Main:41806
Main	41807	Tempo envelope: Decrease all tempo markers 0.001 BPM	Main:41807
Main	41808	Tempo envelope: Increase all tempo markers 01%	Main:41808
Main	41809	Tempo envelope: Decrease all tempo markers 01%	Main:41809
Main	41810	Tempo envelope: Increase all tempo markers 0.1%	Main:41810
Main	41811	Tempo envelope: Decrease all tempo markers 0.1%	Main:41811
Main	41812	Tempo envelope: Increase all tempo markers 0.01%	Main:41812
Main	41813	Tempo envelope: Decrease all tempo markers 0.01%	Main:41813
Main	41814	Tempo envelope: Increase all tempo markers 0.001%	Main:41814
Main	41815	Tempo envelope: Decrease all tempo markers 0.001%	Main:41815
Main	41816	Item: Open associated project in new tab	Main:41816
Main	41817	View: Continuous scrolling during playback	Main:41817
Main	41818	Pre-roll: Toggle pre-roll on play	Main:41818
Main	41819	Pre-roll: Toggle pre-roll on record	Main:41819
Main	41820	Move edit cursor to previous tempo or time signature change	Main:41820
Main	41821	Move edit cursor to next tempo or time signature change	Main:41821
Main	41823	File: Add project to render queue, using the most recent render settings	Main:41823
Main	41824	File: Render project, using the most recent render settings	Main:41824
Main	41825	Project settings: Timebase help...	Main:41825
Main	41827	View: Show crossfade editor window	Main:41827
Main	41828	I/O dialog: Close window on enter key	Main:41828
Main	41834	Transport: Toggle stop playback at end of loop if repeat is disabled	Main:41834
Main	41839	Item: Split items at end of fade-in (unless crossfaded)	Main:41839
Main	41840	Item: Split items at start of fade-out (unless crossfaded)	Main:41840
Main	41842	Item: Add stretch marker at cursor	Main:41842
Main	41843	Item: Add stretch markers at time selection	Main:41843
Main	41844	Item: Remove all stretch markers	Main:41844
Main	41845	Item: Remove all stretch markers in time selection	Main:41845
Main	41846	Item: Snap stretch markers to grid	Main:41846
Main	41847	Item: Snap stretch markers in time selection to grid	Main:41847
Main	41848	Item: Add stretch marker at mouse position	Main:41848
Main	41849	Locking: Set item envelope locking mode	Main:41849
Main	41850	Locking: Clear item envelope locking mode	Main:41850
Main	41851	Locking: Toggle item envelope locking mode	Main:41851
Main	41852	Locking: Set item stretch marker locking mode	Main:41852
Main	41853	Locking: Clear item stretch marker locking mode	Main:41853
Main	41854	Locking: Toggle item stretch marker locking mode	Main:41854
Main	41855	File: Render project, using the most recent render settings, with a new target file name...	Main:41855
Main	41856	Project bay: Insert items into project	Main:41856
Main	41857	Item: Toggle tonal-optimized stretch markers	Main:41857
Main	41858	Item: Set item name from active take filename	Main:41858
Main	41859	Item: Remove stretch marker at current position	Main:41859
Main	41860	Item: Go to next stretch marker	Main:41860
Main	41861	Item: Go to previous stretch marker	Main:41861
Main	41862	Item: Go to nearest stretch marker	Main:41862
Main	41863	Track: Select previous envelope	Main:41863
Main	41864	Track: Select next envelope	Main:41864
Main	41865	Track: Select pre-FX volume envelope	Main:41865
Main	41866	Track: Select volume envelope	Main:41866
Main	41867	Track: Select pre-FX pan envelope	Main:41867
Main	41868	Track: Select pan envelope	Main:41868
Main	41869	Track: Select pre-FX width envelope	Main:41869
Main	41870	Track: Select width envelope	Main:41870
Main	41871	Track: Select mute envelope	Main:41871
Main	41882	View: Show monitoring FX chain	Main:41882
Main	41883	Project tabs: Show project tabs on left side of window	Main:41883
Main	41884	Monitoring FX: Toggle bypass	Main:41884
Main	41885	Grid: Toggle framerate grid	Main:41885
Main	41887	Item: Close item inline editors	Main:41887
Main	41888	View: Show region render matrix window	Main:41888
Main	41890	Region render matrix: Render master mix for all regions	Main:41890
Main	41891	Region render matrix: Render all tracks for all regions	Main:41891
Main	41892	Region render matrix: Render only selected tracks for all regions	Main:41892
Main	41893	Region render matrix: Add selected tracks to render list for all regions	Main:41893
Main	41895	File: Save new version of project (automatically increment project name)	Main:41895
Main	41896	Markers: Set region near cursor to default color	Main:41896
Main	41897	Markers: Set marker near cursor to default color	Main:41897
Main	41898	ReaScript: Close all running reaScripts	Main:41898
Main	41919	Track: Toggle preserve PDC delayed monitoring in recorded items	Main:41919
Main	41920	Track: Unset preserve PDC delayed monitoring in recorded items	Main:41920
Main	41921	Track: Set preserve PDC delayed monitoring in recorded items	Main:41921
Main	41922	Close all projects but current	Main:41922
Main	41923	Item: Reset items volume to +0dB	Main:41923
Main	41924	Item: Nudge items volume -1dB	Main:41924
Main	41925	Item: Nudge items volume +1dB	Main:41925
Main	41926	Take: Nudge active takes volume -1dB	Main:41926
Main	41927	Take: Nudge active takes volume +1dB	Main:41927
Main	41928	ReaScript: Run/edit reaScript (EEL or lua)...	Main:41928
Main	41929	New project tab (ignore default template)	Main:41929
Main	41930	Theme development: Show theme tweak/configuration window	Main:41930
Main	41931	ReaScript: Run/edit last reaScript (EEL or lua)	Main:41931
Main	41932	Insert dedicated video processor item	Main:41932
Main	41935	ReaScript: Edit new reaScript (EEL or lua)...	Main:41935
Main	41972	Transport: Time unit: Absolute frames	Main:41972
Main	41974	Take: Show take envelopes dialog	Main:41974
Main	41975	Track: Show track envelopes dialog	Main:41975
Main	41976	Take: Propagate to similarly-named active takes on track	Main:41976
Main	41977	Item: Propagate to similarly-named items on track	Main:41977
Main	41978	Take: Propagate to all similarly-named active takes	Main:41978
Main	41979	Item: Propagate to all similarly-named items	Main:41979
Main	41981	Envelope: Apply all VCAs to selected tracks and remove from VCA groups	Main:41981
Main	41982	Envelope: Apply all VCAs from selected tracks to grouped tracks and reset volume/pan/mute	Main:41982
Main	41983	FX: Activate/bypass track envelope for last touched FX parameter	Main:41983
Main	41984	FX: Arm track envelope for last touched FX parameter	Main:41984
Main	41987	Envelope: Edit envelope point value at cursor	Main:41987
Main	41988	Item: Edit stretch marker at cursor	Main:41988
Main	41989	Item: Reset stretch marker at current position	Main:41989
Main	41990	Toggle ripple editing per-track	Main:41990
Main	41991	Toggle ripple editing all tracks	Main:41991
Main	41992	Options: Chase MIDI note-ons in project playback	Main:41992
Main	41993	Item: Apply track/take FX to items (multichannel output)	Main:41993
Main	41994	Project tabs: Synchronize any parent projects when playing back subproject	Main:41994
Main	41995	Move edit cursor to nearest zero crossing in items	Main:41995
Main	41996	Item: Move items to subproject (non-destructive glue)	Main:41996
Main	41997	Track: Move tracks to subproject	Main:41997
Main	41998	Project tabs: Defer rendering of subprojects (render on tab switch rather than save)	Main:41998
Main	41999	Item: Render items to new take	Main:41999
Main	42000	Grid: Set to 1/3 (1/2 triplet)	Main:42000
Main	42002	Grid: Set to 1/10 (1/8 quintuplet)	Main:42002
Main	42004	Grid: Set to 1/7 (1/4 septuplet)	Main:42004
Media Explorer	42004	Preview: Advance to next file at end of preview (repeat must be off)	Media Explorer:42004
Main	42005	Grid: Set to 1/5 (1/4 quintuplet)	Main:42005
Main	42007	Grid: Set to 2/3 (whole note triplet)	Main:42007
Main	42008	Item: Glue items, ignoring time selection (auto-increase channel count with take FX)	Main:42008
Main	42009	Item: Glue items (auto-increase channel count with take FX)	Main:42009
Main	42010	Grid: Use the same grid division in arrange view and MIDI editor	Main:42010
Main	42011	Options: Ripple edit all affects tempo map	Main:42011
Main	42012	Project tabs: Leave subproject open in tab after automatic open and render	Main:42012
Main	42013	Automation: Write current values for actively-writing envelopes to time selection	Main:42013
Main	42014	Automation: Write current values for actively-writing envelopes from cursor to start of project	Main:42014
Media Explorer	42014	Options: Reset pitch when changing media	Media Explorer:42014
Main	42015	Automation: Write current values for actively-writing envelopes from cursor to end of project	Main:42015
Main	42016	Automation: Write current values for actively-writing envelopes from cursor to first touch position	Main:42016
Main	42017	Automation: Write current values for actively-writing envelopes to entire envelope	Main:42017
Media Explorer	42018	Options: Enable looping when inserting selected portion of media	Media Explorer:42018
Main	42018	Track: Apply trim envelope to volume envelope, clear trim envelope	Main:42018
Media Explorer	42019	Search: Search subfolders in folder searches	Media Explorer:42019
Main	42019	Track: Apply volume envelope to trim envelope, clear volume envelope	Main:42019
Media Explorer	42020	Search: Include matching folders in folder searches	Media Explorer:42020
Main	42020	Track: Toggle track trim envelope visible	Main:42020
Main	42021	Track: Swap volume envelope and trim envelope	Main:42021
Main	42022	Global automation override: All automation in latch preview mode	Main:42022
Main	42024	Automation: Set all tracks automation mode to latch preview	Main:42024
Main	42025	Automation: Clear all track envelope latches	Main:42025
Media Explorer	42025	Search: Scan metadata in folder searches	Media Explorer:42025
Main	42026	Automation: Clear track envelope latches	Main:42026
Media Explorer	42026	Browser: Toggle show leading paths	Media Explorer:42026
Main	42027	Clear transient guides	Main:42027
Media Explorer	42027	Search: Toggle search in filename	Media Explorer:42027
Main	42028	Calculate transient guides	Main:42028
Media Explorer	42028	Search: Toggle search in metadata: 'Title'	Media Explorer:42028
Main	42029	Calculate transient guides for visible areas in items	Main:42029
Media Explorer	42029	Search: Toggle search in metadata: 'Artist'	Media Explorer:42029
Main	42030	Options: Add edge points when moving multiple envelope points	Main:42030
Media Explorer	42030	Search: Toggle search in metadata: 'Album'	Media Explorer:42030
Media Explorer	42031	Search: Toggle search in metadata: 'Year'	Media Explorer:42031
Media Explorer	42032	Search: Toggle search in metadata: 'Genre'	Media Explorer:42032
Media Explorer	42033	Search: Toggle search in metadata: 'Comment'	Media Explorer:42033
Main	42033	Track: Toggle MIDI input quantize for selected tracks	Main:42033
Media Explorer	42034	Search: Toggle search in metadata: 'BWF Description'	Media Explorer:42034
Main	42034	Track: Toggle MIDI input quantize for all tracks	Main:42034
Media Explorer	42035	Search: Toggle search in metadata: 'BPM'	Media Explorer:42035
Main	42035	Track: Toggle MIDI input quantize for last touched track	Main:42035
Media Explorer	42036	Search: Toggle search in metadata: 'Custom database tag'	Media Explorer:42036
Media Explorer	42036	Search: Toggle search in metadata: 'Key'	Media Explorer:42036
Main	42038	Track: Set MIDI input quantize to 1/16 triplet for selected tracks	Main:42038
Main	42040	Track: Set MIDI input quantize to 1/8 triplet for selected tracks	Main:42040
